Jitter(local),Jitter(local),Jitter (rap),"Jitter(local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ppq5),Jitter (ddp),Jitter (ddp),Shimmer (local),Shimmer (local),"Shimmer (local, db)",Shimmer (apq3),Shimmer (apq3),Shimmer (apq5),Shimmer (apq5),Shimmer (apq11),Shimmer (apq11),Shimmer (dda),Shimmer (dda),AC,NDH,HTM,Median Pitch,Mean Pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Degree of voice breaks,status
0.0190300,1.903,0.010290,8.51950000E-05,1.029,0.01173,1.173,0.03087,3.087,0.11187,11.187,1.031,0.05524,5.524,0.07445,7.445,0.10508,10.508,0.16572,16.572,0.893204,0.135579,10.558,225.43,224.469,5.332,207.886,232.597,112,111,0.0044757,0.000173982,0,0,0,0,0,1
0.0176300,1.763,0.009550,7.74210000E-05,0.955,0.00854,0.854,0.02866,2.866,0.07355,7.355,0.738,0.03808,3.808,0.04466,4.466,0.06163,6.163,0.11424,11.424,0.9254,0.091836,12.909,227.733,228.728,7.971,215.551,245.369,121,117,0.004392198,0.000202441,0.15625,15.625,1,0.18173,18.173,1
0.0091100,0.911,0.004720,3.90230000E-05,0.472,0.00385,0.385,0.01417,1.417,0.09255,9.255,0.853,0.0448,4.48,0.05866,5.866,0.07115,7.115,0.13439,13.439,0.942133,0.066758,13.228,232.052,232.682,8.8,216.678,257.152,102,101,0.00428278,0.000206579,0.02174,2.174,0,0,0,1
0.0071500,0.715,0.003850,3.07630000E-05,0.385,0.0038,0.38,0.01154,1.154,0.12939,12.939,1.239,0.06474,6.474,0.08461,8.461,0.09624,9.624,0.19423,19.423,0.93418,0.075953,12.627,231.531,232.102,8.083,220.122,261.546,99,98,0.004300584,0.000166494,0,0,0,0,0,1
0.0129700,1.297,0.007090,5.64640000E-05,0.709,0.00724,0.724,0.02126,2.126,0.09039,9.039,0.853,0.04308,4.308,0.05689,5.689,0.07814,7.814,0.12924,12.924,0.922594,0.108148,13.011,230.15,229.69,11.172,210.877,253.401,102,101,0.004353842,0.000234113,0,0,0,0,0,1
0.0106800,1.068,0.005920,4.79630000E-05,0.592,0.00605,0.605,0.01776,1.776,0.12603,12.603,1.178,0.06168,6.168,0.08493,8.493,0.10396,10.396,0.18505,18.505,0.926673,0.086588,12.33,223.004,223.593,4.52,214.08,236.401,137,135,0.004492894,0.000139269,0.15068,15.068,1,0.16597,16.597,1
0.0129500,1.295,0.006390,5.82650000E-05,0.639,0.00735,0.735,0.01917,1.917,0.09728,9.728,1.014,0.04349,4.349,0.06107,6.107,0.07656,7.656,0.13046,13.046,0.921004,0.11334,12.651,222.946,222.728,8.304,202.872,235.416,153,151,0.004500004,0.000231438,0.08108,8.108,1,0.08192,8.192,1
0.0117600,1.176,0.006860,5.17160000E-05,0.686,0.00771,0.771,0.02057,2.057,0.0987,9.87,0.922,0.04947,4.947,0.07094,7.094,0.08725,8.725,0.14841,14.841,0.899841,0.135169,11.502,228.564,227.334,9.528,210.787,248.571,116,114,0.004398864,0.000205392,0.17742,17.742,1,0.17967,17.967,1
0.0186300,1.863,0.010850,8.25200000E-05,1.085,0.01211,1.211,0.03254,3.254,0.10098,10.098,0.971,0.04628,4.628,0.06425,6.425,0.08421,8.421,0.13885,13.885,0.892907,0.144247,11.189,228.717,225.574,7.782,210.4,239.527,121,119,0.004430526,0.000185071,0.20896,20.896,1,0.19124,19.124,1
0.0076700,0.767,0.003500,3.39330000E-05,0.35,0.00403,0.403,0.01049,1.049,0.09989,9.989,0.914,0.04636,4.636,0.05106,5.106,0.06679,6.679,0.13909,13.909,0.95475,0.049375,14.229,231.56,226.403,14.781,196.159,241.78,70,69,0.004423354,0.000312447,0,0,0,0,0,1
0.0334300,3.343,0.017880,1.32587000E-04,1.788,0.01908,1.908,0.05363,5.363,0.13998,13.998,1.31,0.0676,6.76,0.09176,9.176,0.14721,14.721,0.20281,20.281,0.835122,0.251139,8.941,253.481,251.4,29.939,198.093,292.576,232,225,0.003966524,0.00050995,0.4269,42.69,5,0.46673,46.673,1
0.0181100,1.811,0.009590,7.48140000E-05,0.959,0.01036,1.036,0.02876,2.876,0.10974,10.974,1.125,0.04641,4.641,0.06861,6.861,0.11346,11.346,0.13922,13.922,0.892771,0.15405,11.163,240.844,242.007,26.805,177.919,296.756,386,383,0.004130764,0.000493388,0.02469,2.469,1,0.01693,1.693,1
0.0270200,2.702,0.012930,1.06491000E-04,1.293,0.01368,1.368,0.03878,3.878,0.13249,13.249,1.258,0.05628,5.628,0.08985,8.985,0.14849,14.849,0.16884,16.884,0.880141,0.167279,10.451,252.181,254.485,28.742,195.473,309.444,276,270,0.003940794,0.000490672,0.25694,25.694,2,0.24554,24.554,1
0.0290400,2.904,0.014670,1.10208000E-04,1.467,0.01569,1.569,0.044,4.4,0.13324,13.324,1.285,0.05921,5.921,0.0839,8.39,0.11738,11.738,0.17762,17.762,0.867915,0.180468,10.176,270.485,264.12,34.86,149.154,322.928,258,251,0.003795442,0.00059784,0.32484,32.484,5,0.37709,37.709,1
0.0295200,2.952,0.015620,1.04651000E-04,1.562,0.01601,1.601,0.04685,4.685,0.10731,10.731,1.09,0.04762,4.762,0.07592,7.592,0.09727,9.727,0.14287,14.287,0.883014,0.157968,10.636,291.486,279.928,20.501,247.105,303.875,96,94,0.003544776,0.00030194,0,0,0,0,0,1
0.0135300,1.353,0.007040,5.26320000E-05,0.704,0.00784,0.784,0.02113,2.113,0.10444,10.444,0.988,0.04809,4.809,0.07093,7.093,0.09466,9.466,0.14428,14.428,0.925746,0.089904,12.632,252.086,257.615,23.467,224.583,297.435,145,143,0.003889384,0.000367356,0,0,0,0,0,1
0.0164000,1.64,0.009110,6.27800000E-05,0.911,0.00747,0.747,0.02733,2.733,0.11808,11.808,1.154,0.06313,6.313,0.06767,6.767,0.09496,9.496,0.1894,18.94,0.922332,0.098933,12.657,261.941,261.32,14.233,244.165,288.413,128,126,0.00382816,0.000222832,0.20968,20.968,1,0.21469,21.469,1
0.0134400,1.344,0.006200,5.40280000E-05,0.62,0.00543,0.543,0.01859,1.859,0.09363,9.363,0.851,0.04989,4.989,0.05847,5.847,0.0797,7.97,0.14966,14.966,0.907222,0.147051,12.404,248.743,248.621,12.026,217.296,269.178,140,137,0.004020641,0.000214138,0.01724,1.724,1,0.03859,3.859,1
0.0169700,1.697,0.007990,6.74130000E-05,0.799,0.00682,0.682,0.02397,2.397,0.10365,10.365,0.946,0.05074,5.074,0.06304,6.304,0.08418,8.418,0.15223,15.223,0.884474,0.16537,11.267,249.041,251.694,7.839,240.289,264.78,113,109,0.003973109,0.000193773,0.22414,22.414,1,0.20919,20.919,1
0.0105400,1.054,0.004920,4.10150000E-05,0.492,0.00531,0.531,0.01475,1.475,0.09136,9.136,0.877,0.04501,4.501,0.05374,5.374,0.07922,7.922,0.13502,13.502,0.926035,0.092593,12.63,256.604,256.64,7.856,244.679,268.932,88,86,0.003890197,0.000151707,0.36364,36.364,1,0.37548,37.548,1
0.0112000,1.12,0.005390,4.35100000E-05,0.539,0.00469,0.469,0.01616,1.616,0.11402,11.402,1.03,0.05348,5.348,0.07502,7.502,0.12041,12.041,0.16045,16.045,0.933341,0.072932,11.99,249.182,256.774,23.87,233.814,314.018,100,99,0.003884675,0.00035808,0,0,0,0,0,1
0.0199200,1.992,0.010370,7.81000000E-05,1.037,0.01126,1.126,0.03111,3.111,0.1174,11.74,1.172,0.05431,5.431,0.07289,7.289,0.1081,10.81,0.16294,16.294,0.915884,0.098602,11.232,251.348,255.63,30.692,215.091,313.595,117,115,0.003919921,0.000483187,0.13208,13.208,1,0.08775,8.775,1
0.0202200,2.022,0.010340,8.79990000E-05,1.034,0.01045,1.045,0.03102,3.102,0.15979,15.979,1.467,0.07604,7.604,0.07674,7.674,0.08984,8.984,0.22813,22.813,0.924656,0.089528,12.624,230.601,229.837,26.934,185.001,281.589,84,83,0.004351554,0.000541784,0.21739,21.739,0,0,0,1
0.0069500,0.695,0.003860,5.72250000E-05,0.386,0.00394,0.394,0.01159,1.159,0.17582,17.582,1.593,0.09968,9.968,0.11287,11.287,0.15725,15.725,0.29905,29.905,0.864887,0.176638,9.041,121.641,121.347,4.351,112.758,129.86,163,162,0.008237428,0.000298691,0.00752,0.752,0,0,0,1
0.0039500,0.395,0.002230,3.35500000E-05,0.223,0.00233,0.233,0.00669,0.669,0.08957,8.957,0.786,0.05278,5.278,0.04991,4.991,0.06684,6.684,0.15834,15.834,0.94955,0.053503,12.982,117.641,117.751,1.255,115.09,120.445,119,118,0.008493328,0.000093426,0,0,0,0,0,1
0.0083800,0.838,0.004940,6.94360000E-05,0.494,0.0045,0.45,0.01483,1.483,0.12526,12.526,1.202,0.0656,6.56,0.07717,7.717,0.10977,10.977,0.1968,19.68,0.936404,0.07152,12.658,122.038,120.642,3.778,108.345,124.431,140,139,0.008290073,0.000273234,0,0,0,0,0,1
0.0359400,3.594,0.016480,3.05107000E-04,1.648,0.01977,1.977,0.04943,4.943,0.15248,15.248,1.36,0.0489,4.89,0.1072,10.72,0.15286,15.286,0.14669,14.669,0.785647,0.363665,7.718,115.019,116.872,7.764,105.789,127.848,28,27,0.008490417,0.000672125,0.10714,10.714,0,0,0,1
0.0345000,3.45,0.013000,2.95226000E-04,1.3,0.01409,1.409,0.03899,3.899,0.1613,16.13,1.673,0.07769,7.769,0.14318,14.318,0.15491,15.491,0.23307,23.307,0.800076,0.27053,6.527,113.18,115.876,13.411,97.686,153.275,36,34,0.008558489,0.00104118,0.31373,31.373,1,0.21216,21.216,1
0.0291200,2.912,0.011910,2.32600000E-04,1.191,0.01043,1.043,0.03574,3.574,0.15018,15.018,1.257,0.0791,7.91,0.06536,6.536,0.17075,17.075,0.23731,23.731,0.80873,0.289875,7.885,125.283,124.713,10.975,110.546,155.065,27,25,0.007987038,0.000745103,0.37143,37.143,1,0.06624,6.624,1
0.0193800,1.938,0.006360,1.70993000E-04,0.636,0.0078,0.78,0.01908,1.908,0.14284,14.284,1.423,0.05575,5.575,0.0874,8.74,0.16079,16.079,0.16726,16.726,0.803059,0.342559,7.823,114.937,113.149,6.957,97.251,122.45,36,34,0.008820994,0.000612254,0.2619,26.19,1,0.03908,3.908,1
0.0208400,2.084,0.008420,1.81571000E-04,0.842,0.01159,1.159,0.02525,2.525,0.1377,13.77,1.258,0.06891,6.891,0.07484,7.484,0.14522,14.522,0.20672,20.672,0.849892,0.213495,8.895,113.787,114.429,5.599,105.25,129.229,35,34,0.008711758,0.000498246,0.2619,26.19,0,0,0,1
0.0304000,3.04,0.017070,2.75181000E-04,1.707,0.02009,2.009,0.05122,5.122,0.16041,16.041,1.46,0.0768,7.68,0.09674,9.674,0.14268,14.268,0.2304,23.04,0.807337,0.303668,7.283,110.884,110.657,4.788,102.798,127.397,62,61,0.009051377,0.000601167,0.08197,8.197,0,0,0,1
0.0360100,3.601,0.018210,3.25644000E-04,1.821,0.02114,2.114,0.05462,5.462,0.14606,14.606,1.33,0.07153,7.153,0.09949,9.949,0.14297,14.297,0.21459,21.459,0.838076,0.215902,7.993,113.668,111.723,9.181,86.2,133.773,64,63,0.009043774,0.000933169,0.06557,6.557,0,0,0,1
0.0274960,2.7496,0.012350,2.50090000E-04,1.23496,0.012752,1.2752,0.0370484,3.70484,0.1494524,14.94524,1.36904,0.0724684,7.24684,0.0955324,9.55324,0.15491,15.491,0.2174036,21.74036,0.80878564,0.28484024,7.45036,109.126,111.9164,15.99448,96.88784,163.00548,0,0,0.009014085,0.000966089,0.85,85,0,0,0,1
0.0193300,1.933,0.006510,1.67667000E-04,0.651,0.00866,0.866,0.01953,1.953,0.16578,16.578,1.425,0.07844,7.844,0.0562,5.62,0.13411,13.411,0.23531,23.531,0.835067,0.222963,8.235,116.685,115.081,6.846,102.97,122.716,43,41,0.008675514,0.000562252,0.07143,7.143,1,0.17399,17.399,1
0.0190200,1.902,0.005830,1.57842000E-04,0.583,0.00779,0.779,0.0175,1.75,0.13002,13.002,1.21,0.06658,6.658,0.06538,6.538,0.18808,18.808,0.19973,19.973,0.819181,0.258462,7.977,119.145,120.044,13.929,102.544,158.476,32,30,0.008296791,0.000966857,0.03704,3.704,1,0.08234,8.234,1
0.0353800,3.538,0.017080,2.99835000E-04,1.708,0.01481,1.481,0.05124,5.124,0.12371,12.371,1.141,0.05514,5.514,0.07423,7.423,0.00827,0.827,0.16543,16.543,0.768686,0.377609,6.543,115.86,117.829,10.658,96.277,139.542,78,71,0.008473982,0.000897612,0.41667,41.667,4,0.50666,50.666,1
0.0109300,1.093,0.004910,1.01398000E-04,0.491,0.00555,0.555,0.01474,1.474,0.13892,13.892,1.26,0.06675,6.675,0.08918,8.918,0.12692,12.692,0.20024,20.024,0.870311,0.169428,9.26,110.431,108.005,7.577,82.06,116.655,112,110,0.00927905,0.00075352,0.00971,0.971,1,0.02087,2.087,1
0.0269100,2.691,0.013190,2.03044000E-04,1.319,0.01443,1.443,0.03957,3.957,0.17467,17.467,1.503,0.06775,6.775,0.10688,10.688,0.1919,19.19,0.20325,20.325,0.793248,0.34537,7.424,105.497,133.746,91.471,95.022,435.382,110,104,0.007544157,0.003142364,0.31304,31.304,4,0.25439,25.439,1
0.0489700,4.897,0.022880,4.14877000E-04,2.288,0.02339,2.339,0.06865,6.865,0.14913,14.913,1.32,0.06462,6.462,0.11777,11.777,0.24144,24.144,0.19386,19.386,0.703518,0.515491,4.281,108.8,118.089,58.881,92.67,449.27,87,80,0.008472871,0.002318409,0.35455,35.455,6,0.34126,34.126,1
0.0306900,3.069,0.011780,2.92287000E-04,1.178,0.01296,1.296,0.03534,3.534,0.1613,16.13,1.52,0.11116,11.116,0.12983,12.983,0.15491,15.491,0.33349,33.349,0.772614,0.326491,5.9,102.563,103.021,4.176,96.486,112.27,15,14,0.009523499,0.000695409,0.5625,56.25,0,0,0,1
0.0200500,2.005,0.011220,2.01912000E-04,1.122,0.01325,1.325,0.03365,3.365,0.1762,17.62,1.586,0.08028,8.028,0.124,12.4,0.42003,42.003,0.24083,24.083,0.778578,0.343709,5.886,97.725,99.198,6.811,91.703,122.617,42,41,0.010070418,0.000691131,0.18,18,0,0,0,1
0.0340400,3.404,0.018080,3.47408000E-04,1.808,0.01614,1.614,0.05423,5.423,0.13009,13.009,1.185,0.07095,7.095,0.08409,8.409,0.11567,11.567,0.21284,21.284,0.797061,0.278903,6.531,96.675,97.871,4.343,93.077,110.507,33,31,0.010206867,0.000618711,0.34,34,1,0.2415,24.15,1
0.0278800,2.788,0.011100,2.85061000E-04,1.11,0.00816,0.816,0.03329,3.329,0.13349,13.349,1.262,0.07233,7.233,0.09696,9.696,0.18845,18.845,0.21699,21.699,0.767152,0.339433,5.654,95.702,96.993,4.317,91.698,112.286,39,36,0.010225899,0.000633881,0.09524,9.524,2,0.12966,12.966,1
0.0518900,5.189,0.024330,3.96471000E-04,2.433,0.02904,2.904,0.07298,7.298,0.19593,19.593,1.789,0.10638,10.638,0.12213,12.213,0.06105,6.105,0.31914,31.914,0.74891,0.36799,5.16,99.462,130.877,94.008,94.393,425.219,48,45,0.007640444,0.003399279,0.33962,33.962,2,0.32435,32.435,1
0.0657200,6.572,0.022550,7.12761000E-04,2.255,0.01772,1.772,0.06764,6.764,0.11705,11.705,1.044,0.037,3.7,0.0606,6.06,0.15491,15.491,0.11099,11.099,0.708742,0.470471,4.328,97.65,93.479,12.143,74.76,111.943,18,16,0.01084568,0.001843546,0.59459,59.459,1,0.41728,41.728,1
0.0107600,1.076,0.004800,1.05066000E-04,0.48,0.0067,0.67,0.01441,1.441,0.11905,11.905,1.044,0.05752,5.752,0.08969,8.969,0.1149,11.49,0.17255,17.255,0.88242,0.140062,9.249,101.724,102.305,4.922,95.734,110.272,26,25,0.009764667,0.000489478,0.1,10,0,0,0,1
0.0449000,4.49,0.024490,4.58914000E-04,2.449,0.01599,1.599,0.07346,7.346,0.18809,18.809,1.766,0.07616,7.616,0.13887,13.887,0.14122,14.122,0.22847,22.847,0.769368,0.328523,5.676,97.591,98.27,7.435,79.811,117.367,32,30,0.010219847,0.000849375,0.27273,27.273,1,0.16882,16.882,1
0.0154600,1.546,0.007510,1.61172000E-04,0.751,0.00853,0.853,0.02254,2.254,0.19126,19.126,1.829,0.10391,10.391,0.11834,11.834,0.22685,22.685,0.31174,31.174,0.761127,0.334746,5.35,94.562,95.943,4.286,91.278,106.842,28,27,0.010427752,0.000521806,0.2,20,0,0,0,1
0.0038200,0.382,0.001770,2.70270000E-05,0.177,0.00238,0.238,0.00532,0.532,0.05219,5.219,0.468,0.02589,2.589,0.0289,2.89,0.04646,4.646,0.07768,7.768,0.97451,0.026475,16.685,141.319,141.279,1.565,137.269,145.152,671,670,0.00707797,0.000080732,0,0,0,0,0,1
0.0036500,0.365,0.001730,2.55490000E-05,0.173,0.00209,0.209,0.00518,0.518,0.05182,5.182,0.479,0.02453,2.453,0.02878,2.878,0.0477,4.77,0.0736,7.36,0.988237,0.011936,19.718,142.969,142.852,1.331,139.536,145.655,312,311,0.007000235,0.000068338,0,0,0,0,0,1
0.0050600,0.506,0.002780,3.27040000E-05,0.278,0.00294,0.294,0.00834,0.834,0.08493,8.493,0.798,0.04256,4.256,0.05151,5.151,0.0725,7.25,0.12769,12.769,0.975265,0.025817,16.859,154.841,154.723,1.485,150.852,158.132,283,282,0.006463046,0.000067081,0,0,0,0,0,1
0.0368400,3.684,0.016020,2.67561000E-04,1.602,0.02369,2.369,0.04807,4.807,0.16237,16.237,1.529,0.04884,4.884,0.10633,10.633,0.27551,27.551,0.14651,14.651,0.899772,0.127611,11.335,136.037,137.69,10.28,118.824,156.212,51,50,0.007262241,0.000618268,0,0,0,0,0,1
0.0508200,5.082,0.021510,4.11547000E-04,2.151,0.02335,2.335,0.06452,6.452,0.19518,19.518,1.625,0.07814,7.814,0.11239,11.239,0.1709592,17.09592,0.23441,23.441,0.794614,0.337724,8.026,126.225,122.551,13.313,95.27,143.206,46,44,0.008097364,0.001013547,0.2093,20.93,1,0.17457,17.457,1
0.0222500,2.225,0.013470,1.71680000E-04,1.347,0.01363,1.363,0.04041,4.041,0.14858,14.858,1.245,0.07078,7.078,0.08803,8.803,0.19609,19.609,0.21235,21.235,0.869015,0.190524,10.832,127.86,129.437,4.261,125.302,143.212,30,29,0.007715934,0.000301319,0.31429,31.429,0,0,0,1
0.0181100,1.811,0.008070,1.42535000E-04,0.807,0.01204,1.204,0.02421,2.421,0.12539,12.539,1.375,0.03947,3.947,0.07703,7.703,0.12397,12.397,0.11842,11.842,0.871261,0.182721,10.511,127.561,126.803,4.649,117.654,138.311,53,51,0.007869634,0.000346871,0.24528,24.528,0,0,0,1
0.0242400,2.424,0.011620,1.87681000E-04,1.162,0.0125,1.25,0.03487,3.487,0.11539,11.539,1.03,0.04911,4.911,0.06945,6.945,0.10694,10.694,0.14732,14.732,0.882509,0.181362,11.753,129.033,128.522,3.654,120.71,133.525,33,32,0.007742275,0.000301954,0.21875,21.875,0,0,0,1
0.0269100,2.691,0.013920,2.07209000E-04,1.392,0.01214,1.214,0.04175,4.175,0.12765,12.765,1.543,0.03283,3.283,0.05583,5.583,0.17763,17.763,0.09849,9.849,0.890151,0.150578,10.783,133.461,130.278,9.896,108.477,140.301,55,53,0.007699044,0.000654728,0.17857,17.857,1,0.24814,24.814,1
0.0386100,3.861,0.021100,3.06011000E-04,2.11,0.02134,2.134,0.0633,6.33,0.16619,16.619,1.382,0.05271,5.271,0.09245,9.245,0.16102,16.102,0.15814,15.814,0.816417,0.286033,7.857,128.888,125.202,10.128,105.909,139.281,68,66,0.007926364,0.000764768,0.01887,1.887,1,0.03205,3.205,1
0.0413800,4.138,0.020080,3.19493000E-04,2.008,0.02259,2.259,0.06025,6.025,0.14036,14.036,1.225,0.05766,5.766,0.09776,9.776,0.14019,14.019,0.17297,17.297,0.80376,0.330076,8.559,128.775,129.832,10.832,106.347,155.186,55,53,0.007721659,0.00079037,0.25926,25.926,0,0,0,1
0.0401900,4.019,0.021670,3.02776000E-04,2.167,0.02423,2.423,0.06502,6.502,0.12824,12.824,1.148,0.05696,5.696,0.08468,8.468,0.11562,11.562,0.17088,17.088,0.80623,0.305299,8.176,136.52,131.907,10.406,108.466,145.712,87,85,0.007532889,0.000660472,0.24096,24.096,1,0.047,4.7,1
0.0119500,1.195,0.005980,8.98930000E-05,0.598,0.00619,0.619,0.01795,1.795,0.179,17.9,1.64,0.04674,4.674,0.08994,8.994,0.25529,25.529,0.14023,14.023,0.921392,0.087842,11.397,132.897,132.547,1.549,129.879,135.676,24,23,0.007521432,0.000103005,0,0,0,0,0,1
0.0294500,2.945,0.012850,2.06307000E-04,1.285,0.01469,1.469,0.03856,3.856,0.13835,13.835,1.369,0.05338,5.338,0.09186,9.186,0.14962,14.962,0.16013,16.013,0.849087,0.215229,9.206,144.499,142.953,11.902,106.097,163.744,164,159,0.007006148,0.000677177,0.53462,53.462,4,0.49264,49.264,1
0.0147000,1.47,0.006510,1.11820000E-04,0.651,0.00753,0.753,0.01954,1.954,0.1212,12.12,1.111,0.04673,4.673,0.0708,7.08,0.11967,11.967,0.1402,14.02,0.925846,0.108413,12.633,131.22,131.388,7.391,114.716,146.396,151,148,0.007604523,0.000462975,0.01739,1.739,0,0,0,1
0.0394900,3.949,0.020760,2.67910000E-04,2.076,0.0244,2.44,0.06229,6.229,0.18137,18.137,1.584,0.06729,6.729,0.11628,11.628,0.26528,26.528,0.20188,20.188,0.821927,0.285327,8.707,135.919,146.251,57.476,108.434,393.593,171,166,0.006783604,0.001853378,0.33136,33.136,4,0.21455,21.455,1
0.0407700,4.077,0.020780,2.95293000E-04,2.078,0.02278,2.278,0.06235,6.235,0.1845,18.45,1.663,0.06801,6.801,0.10764,10.764,0.21815,21.815,0.20402,20.402,0.789014,0.333031,7.079,136.505,138.09,12.466,119.115,167.127,153,141,0.007243047,0.000732712,0.35912,35.912,4,0.33264,33.264,1
0.0433800,4.338,0.020580,3.23565000E-04,2.058,0.0209,2.09,0.06175,6.175,0.21783,21.783,1.813,0.07416,7.416,0.1657,16.57,0.44764,44.764,0.22248,22.248,0.757656,0.438882,6.001,135.831,134.295,6.103,123.4,154.47,51,49,0.007458811,0.000463527,0.21739,21.739,0,0,0,1
0.0202300,2.023,0.009040,1.61811000E-04,0.904,0.01157,1.157,0.02713,2.713,0.14244,14.244,1.291,0.07274,7.274,0.0932,9.32,0.14367,14.367,0.21822,21.822,0.926724,0.100235,12.747,122.074,124.411,7.467,113.198,139.772,66,64,0.007998393,0.000490404,0,0,1,0.03226,3.226,1
0.0343500,3.435,0.015620,2.74294000E-04,1.562,0.02107,2.107,0.04687,4.687,0.15877,15.877,1.575,0.07851,7.851,0.09857,9.857,0.13014,13.014,0.23554,23.554,0.82188,0.263215,8.674,128.812,125.715,6.916,108.739,136.373,62,59,0.007985571,0.000578031,0.20635,20.635,2,0.05802,5.802,1
0.0320000,3.2,0.017820,2.42282000E-04,1.782,0.01694,1.694,0.05345,5.345,0.13803,13.803,1.31,0.052,5.2,0.0882,8.82,0.21069,21.069,0.15601,15.601,0.838234,0.227762,8.478,136.114,132.511,7.973,111.538,143.401,69,67,0.007570447,0.000507882,0.08929,8.929,1,0.0353,3.53,1
0.0255500,2.555,0.010940,1.89761000E-04,1.094,0.01313,1.313,0.03282,3.282,0.14974,14.974,1.431,0.06166,6.166,0.08154,8.154,0.14996,14.996,0.18497,18.497,0.873898,0.169017,10.098,139.636,134.878,9.406,108.978,146.529,63,60,0.007427622,0.000593664,0.24242,24.242,2,0.12705,12.705,1
0.0223900,2.239,0.012430,1.65077000E-04,1.243,0.01092,1.092,0.0373,3.73,0.14424,14.424,1.366,0.05117,5.117,0.07451,7.451,0.14257,14.257,0.1535,15.35,0.893548,0.139683,11.267,138.884,134.793,7.38,117.952,143.807,62,59,0.007373245,0.000437813,0.34783,34.783,2,0.25231,25.231,1
0.0248900,2.489,0.011900,1.82144000E-04,1.19,0.01146,1.146,0.03569,3.569,0.1329,13.29,1.25,0.05001,5.001,0.07387,7.387,0.18145,18.145,0.15004,15.004,0.883667,0.160751,11.247,136.468,136.328,8.497,118.564,149.363,65,63,0.007317328,0.000543315,0.11538,11.538,1,0.08164,8.164,1
0.0419700,4.197,0.022620,2.68206000E-04,2.262,0.02472,2.472,0.06786,6.786,0.1599,15.99,1.439,0.08767,8.767,0.11074,11.074,0.25052,25.052,0.263,26.3,0.761019,0.401995,7.006,143.216,161.122,84.877,111.345,481.939,99,93,0.006390931,0.001950667,0.13433,13.433,2,0.07231,7.231,1
0.0342600,3.426,0.017650,2.58857000E-04,1.765,0.0198,1.98,0.05295,5.295,0.12803,12.803,1.165,0.06324,6.324,0.08015,8.015,0.1457,14.57,0.18971,18.971,0.856575,0.228613,10.651,133.09,133.501,9.374,106.351,159.594,66,65,0.0075559,0.000582159,0.19672,19.672,0,0,0,1
0.0063000,0.63,0.001920,4.19770000E-05,0.192,0.00251,0.251,0.00576,0.576,0.05659,5.659,0.547,0.02546,2.546,0.03454,3.454,0.05046,5.046,0.07637,7.637,0.981484,0.019481,18.186,146.808,149.804,10.282,139.211,184.867,88,87,0.0066632,0.000477879,0,0,0,0,0,1
0.0060500,0.605,0.003010,4.18300000E-05,0.301,0.00381,0.381,0.00902,0.902,0.05623,5.623,0.563,0.0273,2.73,0.03856,3.856,0.05361,5.361,0.08189,8.189,0.980694,0.020158,19.011,142.938,144.513,5.374,139.17,158.017,62,61,0.006917567,0.000256451,0,0,0,0,0,1
0.0098800,0.988,0.005360,7.52800000E-05,0.536,0.00465,0.465,0.01609,1.609,0.06668,6.668,0.642,0.03588,3.588,0.03829,3.829,0.04929,4.929,0.10765,10.765,0.979404,0.021914,18.81,130.392,131.414,8.128,114.413,156.95,119,118,0.007620709,0.000487363,0,0,0,0,0,1
0.0149800,1.498,0.008270,1.22167000E-04,0.827,0.00763,0.763,0.02481,2.481,0.09698,9.698,0.821,0.03668,3.668,0.06055,6.055,0.09741,9.741,0.11005,11.005,0.960396,0.044185,15.789,125.315,123.007,8.942,104.251,135.794,41,40,0.008157303,0.000657809,0,0,0,0,0,1
0.0221400,2.214,0.007770,1.75421000E-04,0.777,0.00928,0.928,0.02332,2.332,0.14302,14.302,1.365,0.05244,5.244,0.08088,8.088,0.15148,15.148,0.15733,15.733,0.920191,0.105903,12.542,126.228,126.598,9.772,112.365,143.655,31,30,0.007922243,0.000712255,0.25714,25.714,0,0,0,1
0.0482000,4.82,0.025450,4.02243000E-04,2.545,0.02393,2.393,0.07636,7.636,0.11672,11.672,1.057,0.06999,6.999,0.07069,7.069,0.14809,14.809,0.20996,20.996,0.851775,0.21483,9.852,119.682,119.669,10.222,106.394,140.207,40,38,0.008345208,0.000855333,0.29787,29.787,1,0.04814,4.814,1
0.0383300,3.833,0.022810,3.30712000E-04,2.281,0.01617,1.617,0.06843,6.843,0.14377,14.377,1.273,0.05862,5.862,0.09702,9.702,0.15999,15.999,0.17585,17.585,0.889604,0.15375,11.501,117.349,116.294,5.002,107.713,125.25,40,38,0.008627199,0.000489849,0.26087,26.087,0,0,0,1
0.0265300,2.653,0.014680,2.28527000E-04,1.468,0.01742,1.742,0.04403,4.403,0.08223,8.223,0.751,0.04333,4.333,0.04379,4.379,0.05918,5.918,0.13,13,0.918063,0.104862,12.386,118.99,116.111,5.51,103.855,122.943,32,31,0.008612985,0.000509144,0.20588,20.588,0,0,0,1
